artist,date,dj,genre,show,timestamp,title
Firewater,"May 2, 2024",Masen,Unknown,Outshined,9:09 AM,Dropping Like Flies
Circus Lupus,"May 2, 2024",Masen,Indie Rock,Outshined,9:11 AM,New Cop Car
Jawbox,"May 2, 2024",Masen,Indie Rock,Outshined,9:16 AM,Impossible Figure
Majesty Crush,"May 9, 2024",Masen,Rock,Outshined,9:15 AM,Boyfriend
The Afghan Whigs,"May 9, 2024",Masen,Unknown,Outshined,9:19 AM,You My Flower
Everyone Asked About You,"May 9, 2024",Masen,Unknown,Outshined,9:22 AM,Sometimes Memory Fails Me Sometimes
Rex,"May 9, 2024",Masen,Rock,Outshined,9:28 AM,Critella
Unwound,"May 9, 2024",Masen,Rock,Outshined,9:32 AM,Lifetime Achievement Award
Six Finger Satellite,"May 9, 2024",Masen,Unknown,Outshined,9:36 AM,Home For The Holy Day
C-Clamp,"May 9, 2024",Masen,Unknown,Outshined,9:39 AM,Glass Walls
Swervedriver,"May 9, 2024",Masen,Rock,Outshined,9:45 AM,Rave Down
Polvo,"May 9, 2024",Masen,Unknown,Outshined,9:49 AM,Thermal Treasure
Creeper Lagoon,"Sep 12, 2024",Masen,Unknown,Outshined,1:24 PM,Empty Ships
Hazel,"Sep 12, 2024",Masen,Unknown,Outshined,1:28 PM,Push to Close
Lois,"Sep 12, 2024",Masen,Unknown,Outshined,1:30 PM,Wet Eyes
Seaweed,"Sep 12, 2024",Masen,Unknown,Outshined,1:33 PM,Recall
Chokebore,"Sep 12, 2024",Masen,Indie Pop,Outshined,1:36 PM,Popular Modern Themes
Silkworm,"Sep 12, 2024",Masen,Unknown,Outshined,1:39 PM,The Cigarette Lighters
The Microphones,"Sep 12, 2024",Masen,Rock,Outshined,1:43 PM,The Moon
Braid,"Sep 12, 2024",Masen,Rock,Outshined,1:46 PM,Circus Of The Stars
Dis-,"Sep 12, 2024",Masen,Rock,Outshined,1:49 PM,"Suddenly, Everyone's A Smoker"
Codeine,"Sep 12, 2024",Masen,Unknown,Outshined,1:53 PM,Sea
Polvo,"Apr 18, 2024",Masen,Unknown,Outshined,9:11 AM,The Purple Bear
Heatmiser,"Apr 18, 2024",Masen,Unknown,Outshined,9:15 AM,See You Later
Cows,"Apr 18, 2024",Masen,Rock,Outshined,9:20 AM,Mine
Arcwelder,"Apr 18, 2024",Masen,Unknown,Outshined,9:22 AM,Blowin' Smoke
The Spinanes,"Apr 18, 2024",Masen,Indie Pop,Outshined,9:25 AM,"Noel, Jonah, and Me"
The American Analog Set,"Apr 18, 2024",Masen,Unknown,Outshined,9:28 AM,A Good Friend Is Always Around
Starflyer 59,"Apr 18, 2024",Masen,Unknown,Outshined,9:31 AM,The Dungeon
Pond,"Apr 18, 2024",Masen,Unknown,Outshined,9:35 AM,Sundial
The Jesus Lizard,"Apr 18, 2024",Masen,Rock,Outshined,9:40 AM,Low Rider
Sebadoh,"Apr 18, 2024",Masen,Unknown,Outshined,9:42 AM,On Fire
Archers Of Loaf,"Apr 18, 2024",Masen,Unknown,Outshined,9:46 AM,Fashion Bleeds
Helmet,"May 2, 2024",Masen,Rock,Outshined,9:20 AM,I Know
Mystery Machine,"May 2, 2024",Masen,Unknown,Outshined,9:24 AM,Shaky Ground
Mineral,"May 2, 2024",Masen,Rock,Outshined,9:27 AM,Waking To Winter
Braid,"May 2, 2024",Masen,Rock,Outshined,9:31 AM,Circus Of The Stars
No. 2,"May 2, 2024",Masen,Unknown,Outshined,9:35 AM,Nobody's Satisfied
No Knife,"May 2, 2024",Masen,Unknown,Outshined,9:37 AM,Small of My Back
The Cherubs,"May 2, 2024",Masen,Rock,Outshined,9:42 AM,Dave of the Moon
Lungfish,"May 2, 2024",Masen,Rock,Outshined,9:50 AM,Nothing Is Easy
Sense Field,"May 2, 2024",Masen,Rock,Outshined,9:55 AM,Soft
Red House Painters,"May 2, 2024",Masen,Unknown,Outshined,9:56 AM,I Am A Rock
Starflyer 59,"Oct 10, 2024",Masen,Unknown,Outshined,1:01 PM,Do You Ever Feel This Way - Gold Album Version
P.E.E,"Oct 10, 2024",Masen,Pop,Outshined,1:03 PM,Treed
Catherine Wheel,"Oct 10, 2024",Masen,Rock,Outshined,1:06 PM,Crank
